kanji,back,tags
輸,<b>Meanings:</b> transport; send; be inferior<br><br><b>On'yomi:</b> ユ; シュ<br><br><b>Stats:</b> Strokes: 16 | Radical: 159 | Freq: #371<br><br><b>Heisig:</b> RTK: #289 | RTK6: #307,grade5
優,<b>Meanings:</b> tenderness; excel; surpass; actor; superiority; gentleness<br><br><b>On'yomi:</b> ユウ; ウ<br><br><b>Kun'yomi:</b> やさ.しい; すぐ.れる; まさ.る<br><br><b>Name readings:</b> ゆ; よし<br><br><b>Stats:</b> Strokes: 17 | Radical: 9 | Freq: #334<br><br><b>Heisig:</b> RTK: #993 | RTK6: #1068,grade6
勇,<b>Meanings:</b> courage; cheer up; be in high spirits; bravery; heroism<br><br><b>On'yomi:</b> ユウ<br><br><b>Kun'yomi:</b> いさ.む<br><br><b>Name readings:</b> お; はや<br><br><b>Stats:</b> Strokes: 9 | Radical: 19 | Freq: #1319<br><br><b>Heisig:</b> RTK: #1407 | RTK6: #1509,grade4
由,<b>Meanings:</b> wherefore; a reason<br><br><b>On'yomi:</b> ユ; ユウ; ユイ<br><br><b>Kun'yomi:</b> よし; よ.る<br><br><b>Stats:</b> Strokes: 5 | Radical: 102 | Freq: #325<br><br><b>Heisig:</b> RTK: #1105 | RTK6: #1186,grade3
遊,<b>Meanings:</b> play<br><br><b>On'yomi:</b> ユウ; ユ<br><br><b>Kun'yomi:</b> あそ.ぶ; あそ.ばす<br><br><b>Name readings:</b> あす; う<br><br><b>Stats:</b> Strokes: 12 | Radical: 162 | Freq: #941<br><br><b>Heisig:</b> RTK: #1047 | RTK6: #1126,grade3
郵,<b>Meanings:</b> mail; stagecoach stop<br><br><b>On'yomi:</b> ユウ<br><br><b>Stats:</b> Strokes: 11 | Radical: 163 | Freq: #917<br><br><b>Heisig:</b> RTK: #1847 | RTK6: #1990,grade6
予,<b>Meanings:</b> beforehand; previous; myself; I<br><br><b>On'yomi:</b> ヨ; シャ<br><br><b>Kun'yomi:</b> あらかじ.め<br><br><b>Stats:</b> Strokes: 4 | Radical: 6 | Freq: #180<br><br><b>Heisig:</b> RTK: #1593 | RTK6: #1719,grade3
余,<b>Meanings:</b> too much; myself; surplus; other; remainder<br><br><b>On'yomi:</b> ヨ<br><br><b>Kun'yomi:</b> あま.る; あま.り; あま.す; あんま.り<br><br><b>Name readings:</b> あまる<br><br><b>Stats:</b> Strokes: 7 | Radical: 9 | Freq: #680<br><br><b>Heisig:</b> RTK: #1657 | RTK6: #1786,grade5
預,<b>Meanings:</b> deposit; custody; leave with; entrust to<br><br><b>On'yomi:</b> ヨ<br><br><b>Kun'yomi:</b> あず.ける; あず.かる<br><br><b>Stats:</b> Strokes: 13 | Radical: 181 | Freq: #981<br><br><b>Heisig:</b> RTK: #1595 | RTK6: #1721,grade6
幼,<b>Meanings:</b> infancy; childhood<br><br><b>On'yomi:</b> ヨウ<br><br><b>Kun'yomi:</b> おさな.い<br><br><b>Name readings:</b> うぶ; わか<br><br><b>Stats:</b> Strokes: 5 | Radical: 52 | Freq: #1227<br><br><b>Heisig:</b> RTK: #1378 | RTK6: #1478,grade6
容,<b>Meanings:</b> contain; form; looks<br><br><b>On'yomi:</b> ヨウ<br><br><b>Kun'yomi:</b> い.れる<br><br><b>Name readings:</b> かた; ひろ; まさ<br><br><b>Stats:</b> Strokes: 10 | Radical: 40 | Freq: #264<br><br><b>Heisig:</b> RTK: #790 | RTK6: #853,grade5
様,<b>Meanings:</b> Esq.; way; manner; situation; polite suffix<br><br><b>On'yomi:</b> ヨウ; ショウ<br><br><b>Kun'yomi:</b> さま; さん<br><br><b>Stats:</b> Strokes: 14 | Radical: 75 | Freq: #493<br><br><b>Heisig:</b> RTK: #933 | RTK6: #1003,grade3
葉,<b>Meanings:</b> leaf; plane; lobe; needle; blade; spear; counter for flat things; fragment; piece<br><br><b>On'yomi:</b> ヨウ<br><br><b>Kun'yomi:</b> は<br><br><b>Name readings:</b> よ; わ<br><br><b>Stats:</b> Strokes: 12 | Radical: 140 | Freq: #414<br><br><b>Heisig:</b> RTK: #228 | RTK6: #243,grade3
要,<b>Meanings:</b> need; main point; essence; pivot; key to<br><br><b>On'yomi:</b> ヨウ<br><br><b>Kun'yomi:</b> い.る; かなめ<br><br><b>Name readings:</b> とし<br><br><b>Stats:</b> Strokes: 9 | Radical: 146 | Freq: #106<br><br><b>Heisig:</b> RTK: #1604 | RTK6: #1730,grade4
陽,<b>Meanings:</b> sunshine; yang principle; positive; male; heaven; daytime<br><br><b>On'yomi:</b> ヨウ<br><br><b>Kun'yomi:</b> ひ<br><br><b>Name readings:</b> あき; あきら; あけ; はる; ひろ; やん; よ<br><br><b>Stats:</b> Strokes: 12 | Radical: 170 | Freq: #1071<br><br><b>Heisig:</b> RTK: #1300 | RTK6: #1397,grade3
欲,<b>Meanings:</b> longing; covetousness; greed; passion; desire; craving<br><br><b>On'yomi:</b> ヨク<br><br><b>Kun'yomi:</b> ほっ.する; ほ.しい<br><br><b>Stats:</b> Strokes: 11 | Radical: 76 | Freq: #902<br><br><b>Heisig:</b> RTK: #792 | RTK6: #855,grade6
浴,<b>Meanings:</b> bathe; be favored with; bask in<br><br><b>On'yomi:</b> ヨク<br><br><b>Kun'yomi:</b> あ.びる; あ.びせる<br><br><b>Name readings:</b> えき; さこ<br><br><b>Stats:</b> Strokes: 10 | Radical: 85 | Freq: #1136<br><br><b>Heisig:</b> RTK: #789 | RTK6: #852,grade4
翌,<b>Meanings:</b> the following; next<br><br><b>On'yomi:</b> ヨク<br><br><b>Stats:</b> Strokes: 11 | Radical: 124 | Freq: #1070<br><br><b>Heisig:</b> RTK: #575 | RTK6: #617,grade6
落,<b>Meanings:</b> fall; drop; come down; village; hamlet<br><br><b>On'yomi:</b> ラク<br><br><b>Kun'yomi:</b> お.ちる; お.ち; お.とす<br><br><b>Name readings:</b> おち<br><br><b>Stats:</b> Strokes: 12 | Radical: 140 | Freq: #420<br><br><b>Heisig:</b> RTK: #299 | RTK6: #320,grade3
乱,<b>Meanings:</b> riot; war; disorder; disturb<br><br><b>On'yomi:</b> ラン; ロン<br><br><b>Kun'yomi:</b> みだ.れる; みだ.る; みだ.す; みだ; おさ.める; わた.る<br><br><b>Name readings:</b> ら<br><br><b>Stats:</b> Strokes: 7 | Radical: 5 | Freq: #755<br><br><b>Heisig:</b> RTK: #72 | RTK6: #76,grade6
卵,<b>Meanings:</b> egg; ovum; spawn; roe<br><br><b>On'yomi:</b> ラン<br><br><b>Kun'yomi:</b> たまご<br><br><b>Stats:</b> Strokes: 7 | Radical: 26 | Freq: #1342<br><br><b>Heisig:</b> RTK: #1422 | RTK6: #1526,grade6
利,<b>Meanings:</b> profit; advantage; benefit<br><br><b>On'yomi:</b> リ<br><br><b>Kun'yomi:</b> き.く<br><br><b>Name readings:</b> かが; と; とし; のり; み; りい<br><br><b>Stats:</b> Strokes: 7 | Radical: 18 | Freq: #203<br><br><b>Heisig:</b> RTK: #906 | RTK6: #972,grade4
裏,<b>Meanings:</b> back; amidst; in; reverse; inside; palm; sole; rear; lining; wrong side<br><br><b>On'yomi:</b> リ<br><br><b>Kun'yomi:</b> うら<br><br><b>Stats:</b> Strokes: 13 | Radical: 145 | Freq: #812<br><br><b>Heisig:</b> RTK: #399 | RTK6: #426,grade6
陸,<b>Meanings:</b> land; six<br><br><b>On'yomi:</b> リク; ロク<br><br><b>Kun'yomi:</b> おか<br><br><b>Name readings:</b> くが; たち; みち; む; むつ<br><br><b>Stats:</b> Strokes: 11 | Radical: 170 | Freq: #736<br><br><b>Heisig:</b> RTK: #1513 | RTK6: #1631,grade4
律,<b>Meanings:</b> rhythm; law; regulation; gauge; control<br><br><b>On'yomi:</b> リツ; リチ; レツ<br><br><b>Name readings:</b> たかし; のり<br><br><b>Stats:</b> Strokes: 9 | Radical: 60 | Freq: #992<br><br><b>Heisig:</b> RTK: #874 | RTK6: #939,grade6
率,<b>Meanings:</b> ratio; rate; proportion; %; factor; lead; spearhead; command<br><br><b>On'yomi:</b> ソツ; リツ; シュツ<br><br><b>Kun'yomi:</b> ひき.いる<br><br><b>Stats:</b> Strokes: 11 | Radical: 95 | Freq: #383<br><br><b>Heisig:</b> RTK: #1737 | RTK6: #1874,grade5
略,<b>Meanings:</b> abbreviation; omission; outline; shorten; capture; plunder<br><br><b>On'yomi:</b> リャク<br><br><b>Kun'yomi:</b> ほぼ; はぶ.く; おか.す; おさ.める; はかりごと; はか.る<br><br><b>Stats:</b> Strokes: 11 | Radical: 102 | Freq: #774<br><br><b>Heisig:</b> RTK: #293 | RTK6: #314,grade5
流,<b>Meanings:</b> current; a sink; flow; forfeit<br><br><b>On'yomi:</b> リュウ; ル<br><br><b>Kun'yomi:</b> なが.れる; なが.れ; なが.す; -なが.す<br><br><b>Name readings:</b> な; ながれ; めぐる<br><br><b>Stats:</b> Strokes: 10 | Radical: 85 | Freq: #280<br><br><b>Heisig:</b> RTK: #764 | RTK6: #826,grade3
留,<b>Meanings:</b> detain; fasten; halt; stop<br><br><b>On'yomi:</b> リュウ; ル<br><br><b>Kun'yomi:</b> と.める; と.まる; とど.める; とど.まる; るうぶる<br><br><b>Name readings:</b> とめ<br><br><b>Stats:</b> Strokes: 10 | Radical: 102 | Freq: #731<br><br><b>Heisig:</b> RTK: #1423 | RTK6: #1527,grade5
両,"<b>Meanings:</b> both; old Japanese coin; counter for carriages (e.g., in a train); two<br><br><b>On'yomi:</b> リョウ<br><br><b>Kun'yomi:</b> てる; ふたつ<br><br><b>Name readings:</b> もろ<br><br><b>Stats:</b> Strokes: 6 | Radical: 1 | Freq: #247<br><br><b>Heisig:</b> RTK: #1168 | RTK6: #1252",grade3
良,<b>Meanings:</b> good; pleasing; skilled<br><br><b>On'yomi:</b> リョウ<br><br><b>Kun'yomi:</b> よ.い; -よ.い; い.い; -い.い<br><br><b>Name readings:</b> じ; なが; まこと; よし; ら; りょ; ろう<br><br><b>Stats:</b> Strokes: 7 | Radical: 138 | Freq: #501<br><br><b>Heisig:</b> RTK: #1468 | RTK6: #1578,grade4
量,<b>Meanings:</b> quantity; measure; weight; amount; consider; estimate; surmise<br><br><b>On'yomi:</b> リョウ<br><br><b>Kun'yomi:</b> はか.る<br><br><b>Name readings:</b> かず<br><br><b>Stats:</b> Strokes: 12 | Radical: 166 | Freq: #469<br><br><b>Heisig:</b> RTK: #177 | RTK6: #189,grade4
領,<b>Meanings:</b> jurisdiction; dominion; territory; fief; reign<br><br><b>On'yomi:</b> リョウ<br><br><b>Kun'yomi:</b> えり<br><br><b>Name readings:</b> よう; よし<br><br><b>Stats:</b> Strokes: 14 | Radical: 181 | Freq: #138<br><br><b>Heisig:</b> RTK: #1405 | RTK6: #1507,grade5
緑,<b>Meanings:</b> green<br><br><b>On'yomi:</b> リョク; ロク<br><br><b>Kun'yomi:</b> みどり<br><br><b>Stats:</b> Strokes: 14 | Radical: 120 | Freq: #1180<br><br><b>Heisig:</b> RTK: #1371 | RTK6: #1471,grade3
輪,<b>Meanings:</b> wheel; ring; circle; link; loop; counter for wheels and flowers<br><br><b>On'yomi:</b> リン<br><br><b>Kun'yomi:</b> わ<br><br><b>Name readings:</b> なわ; も<br><br><b>Stats:</b> Strokes: 15 | Radical: 159 | Freq: #693<br><br><b>Heisig:</b> RTK: #1822 | RTK6: #1963,grade4
類,<b>Meanings:</b> sort; kind; variety; class; genus<br><br><b>On'yomi:</b> ルイ<br><br><b>Kun'yomi:</b> たぐ.い<br><br><b>Stats:</b> Strokes: 18 | Radical: 181 | Freq: #678<br><br><b>Heisig:</b> RTK: #931 | RTK6: #1000,grade4
令,<b>Meanings:</b> orders; laws; command; decree; good<br><br><b>On'yomi:</b> レイ<br><br><b>Name readings:</b> のり; りょう; れ<br><br><b>Stats:</b> Strokes: 5 | Radical: 9 | Freq: #804<br><br><b>Heisig:</b> RTK: #1401 | RTK6: #1503,grade4
例,<b>Meanings:</b> example; custom; usage; precedent<br><br><b>On'yomi:</b> レイ<br><br><b>Kun'yomi:</b> たと.える<br><br><b>Stats:</b> Strokes: 8 | Radical: 9 | Freq: #399<br><br><b>Heisig:</b> RTK: #972 | RTK6: #1046,grade4
冷,"<b>Meanings:</b> cool; cold (beer, person); chill<br><br><b>On'yomi:</b> レイ<br><br><b>Kun'yomi:</b> つめ.たい; ひ.える; ひ.や; ひ.ややか; ひ.やす; ひ.やかす; さ.める; さ.ます<br><br><b>Stats:</b> Strokes: 7 | Radical: 15 | Freq: #667<br><br><b>Heisig:</b> RTK: #1404 | RTK6: #1506",grade4
礼,<b>Meanings:</b> salute; bow; ceremony; thanks; remuneration<br><br><b>On'yomi:</b> レイ; ライ<br><br><b>Name readings:</b> あや; なり; のり; ひろし; れ<br><br><b>Stats:</b> Strokes: 5 | Radical: 113 | Freq: #1185<br><br><b>Heisig:</b> RTK: #1087 | RTK6: #1168,grade3
歴,<b>Meanings:</b> curriculum; continuation; passage of time<br><br><b>On'yomi:</b> レキ; レッキ<br><br><b>Stats:</b> Strokes: 14 | Radical: 77 | Freq: #632<br><br><b>Heisig:</b> RTK: #376 | RTK6: #402,grade5
列,<b>Meanings:</b> file; row; rank; tier; column<br><br><b>On'yomi:</b> レツ; レ<br><br><b>Name readings:</b> れっ<br><br><b>Stats:</b> Strokes: 6 | Radical: 18 | Freq: #927<br><br><b>Heisig:</b> RTK: #812 | RTK6: #875,grade3
練,<b>Meanings:</b> practice; gloss; train; drill; polish; refine<br><br><b>On'yomi:</b> レン<br><br><b>Kun'yomi:</b> ね.る; ね.り<br><br><b>Name readings:</b> ねり<br><br><b>Stats:</b> Strokes: 14 | Radical: 120 | Freq: #788<br><br><b>Heisig:</b> RTK: #1343 | RTK6: #1443,grade3
連,<b>Meanings:</b> take along; lead; join; connect; party; gang; clique<br><br><b>On'yomi:</b> レン<br><br><b>Kun'yomi:</b> つら.なる; つら.ねる; つ.れる; -づ.れ<br><br><b>Name readings:</b> ずれ; つれ; むらじ; れ<br><br><b>Stats:</b> Strokes: 10 | Radical: 162 | Freq: #30<br><br><b>Heisig:</b> RTK: #287 | RTK6: #305,grade4
路,<b>Meanings:</b> path; route; road; distance<br><br><b>On'yomi:</b> ロ; ル<br><br><b>Kun'yomi:</b> -じ; みち<br><br><b>Stats:</b> Strokes: 13 | Radical: 157 | Freq: #529<br><br><b>Heisig:</b> RTK: #1282 | RTK6: #1376,grade3
労,<b>Meanings:</b> labor; thank for; reward for; toil; trouble<br><br><b>On'yomi:</b> ロウ<br><br><b>Kun'yomi:</b> ろう.する; いたわ.る; いた.ずき; ねぎら; つか.れる; ねぎら.う<br><br><b>Stats:</b> Strokes: 7 | Radical: 19 | Freq: #398<br><br><b>Heisig:</b> RTK: #860 | RTK6: #924,grade4
老,<b>Meanings:</b> old man; old age; grow old<br><br><b>On'yomi:</b> ロウ<br><br><b>Kun'yomi:</b> お.いる; ふ.ける<br><br><b>Name readings:</b> えび; おい; び<br><br><b>Stats:</b> Strokes: 6 | Radical: 125 | Freq: #803<br><br><b>Heisig:</b> RTK: #1251 | RTK6: #1340,grade4
録,<b>Meanings:</b> record<br><br><b>On'yomi:</b> ロク<br><br><b>Kun'yomi:</b> しる.す; と.る<br><br><b>Stats:</b> Strokes: 16 | Radical: 167 | Freq: #546<br><br><b>Heisig:</b> RTK: #1144 | RTK6: #1226,grade4
論,<b>Meanings:</b> argument; discourse<br><br><b>On'yomi:</b> ロン<br><br><b>Kun'yomi:</b> あげつら.う<br><br><b>Stats:</b> Strokes: 15 | Radical: 149 | Freq: #227<br><br><b>Heisig:</b> RTK: #1820 | RTK6: #1961,grade6
和,<b>Meanings:</b> harmony; Japanese style; peace; soften; Japan<br><br><b>On'yomi:</b> ワ; オ; カ<br><br><b>Kun'yomi:</b> やわ.らぐ; やわ.らげる; なご.む; なご.やか; あ.える<br><br><b>Name readings:</b> あい; いず; かず; かつ; かつり; かづ; たけ; ち; とも; な; にぎ; まさ; やす; よし; より; わだこ; わっ<br><br><b>Stats:</b> Strokes: 8 | Radical: 30 | Freq: #124<br><br><b>Heisig:</b> RTK: #897 | RTK6: #963,grade3
